Suburb,State,Postcode,Lat,Lng,Bounds_N,Bounds_E,Bounds_S,Bounds_W
Potts Point,NSW,2011,-33.8710844,151.2233585,-33.8580564,151.2317822,-33.8767793,151.2141567
Pottsville,NSW,2489,-28.3834692,153.5629067,-28.3538843,153.5806929,-28.4167306,153.5417079
Pottsville Beach,NSW,2489,-28.3834692,153.5629067,-28.3538843,153.5806929,-28.4167306,153.5417079
Pound Creek,VIC,3996,-38.6086874,145.7800733,-38.562571,145.9151259,-38.6784139,145.6283129
Powelltown,VIC,3797,-37.8447909,145.702282,-37.768438,145.8176149,-37.9045196,145.596949
Powlett Plains,VIC,3517,-36.515547,143.8671868,-36.1986619,144.0626249,-36.6898129,143.642929
Powranna,TAS,7300,-41.627092,147.2320073,-41.5313638,147.3153437,-41.7198601,147.1282676
Prahran,VIC,3181,-37.8544481,144.996985,-37.8456875,145.012316,-37.8601728,144.9818449
Prahran East,VIC,3181,-37.8544481,144.996985,-37.8456875,145.012316,-37.8601728,144.9818449
Prairie,QLD,4821,-20.8464738,144.1997353,-19.5655828,145.0397719,-22.2117275,143.2366404
Prairie,VIC,3572,-36.3147326,144.3248554,-36.2552519,144.4879932,-36.4113041,144.1315889
Prairiewood,NSW,2176,-33.8709405,150.8783824,-33.8464578,150.9188397,-33.8910441,150.8424476
Prelinna,SA,5434,-31.701689,138.558749,-31.1946091,139.1364777,-32.1986287,138.0832198
Premaydena,TAS,7185,-43.0563133,147.7583192,-43.0251276,147.7963882,-43.0818634,147.7280537
Premer,NSW,2381,-31.305517,149.9797036,-31.0478086,150.5855358,-31.558322,149.6714462
Prenzlau,QLD,4311,-27.4025873,152.4269361,-27.3200084,152.6101107,-27.5707367,152.1908333
Preolenna,TAS,7325,-41.0680807,145.6211457,-40.9318967,145.8202565,-41.278962,145.4017078
Preservation Bay,TAS,7316,-41.2131788,145.9953725,-41.0705678,146.12035,-41.3644035,145.8452155
Preston,QLD,4800,-20.4049878,148.5807213,-20.0602464,148.9315063,-20.7358392,148.2517151
Preston,VIC,3072,-37.7399362,145.0107588,-37.7275571,145.0383996,-37.7557322,144.9797632
Preston Beach,WA,6215,-32.8757647,115.8994923,-32.7551399,116.1785164,-32.9428969,115.6281648
Preston Settlement,WA,6225,-33.3775705,116.2777073,-32.9945778,116.6804108,-33.7036876,115.918585
Prestons,NSW,2170,-33.9477825,150.9190988,-33.8943255,150.9791385,-33.9667885,150.8487562
Pretty Beach,NSW,2257,-33.5220832,151.3385191,-33.4814067,151.3860048,-33.5819953,151.2964805
Prevelly,WA,6285,-34.0060747,115.3311689,-33.8752025,115.5362747,-34.1606605,114.9778495
Price,SA,5570,-34.2583548,137.9416114,-34.1743149,138.0549219,-34.3787963,137.834164
Priestdale,QLD,4127,-27.629563,153.1443045,-27.5905628,153.1837602,-27.6622707,153.1158185
Primbee,NSW,2502,-34.4884509,150.8754745,-34.462522,150.8978938,-34.5178973,150.8578099
Primrose Sands,TAS,7173,-42.8403868,147.6846018,-42.7787784,147.76499,-42.9036351,147.5945144
Primrose Valley,NSW,2621,-35.4176011,149.4490642,-35.1221184,149.5779774,-35.8651907,149.2523577
Prince of Wales,QLD,4875,-10.5799693,142.2193697,-9.0879905,144.2961389,-10.9410418,141.4810837
Princes Hill,VIC,3054,-37.7843702,144.9694441,-37.7780426,144.978136,-37.793226,144.9588851
Princetown,VIC,3269,-38.6344019,143.1104044,-38.550996,143.269304,-38.7195069,142.9368248
Promised Land,TAS,7306,-41.6653269,146.0234118,-41.2493048,146.4590393,-41.8864372,145.6693293
Proof Range,SA,5550,-34.2009379,138.1995591,-33.9676745,138.3581782,-34.3252018,138.0625946
Prospect,NSW,2148,-33.7849921,150.9016476,-33.7351903,150.9307462,-33.8340601,150.870185
Prospect,QLD,4715,-24.6360972,150.3037323,-24.0106768,150.9836596,-24.890776,150.1536491
Prospect,SA,5082,-34.8828879,138.5937955,-34.8698701,138.6033809,-34.9041686,138.5807586
Prospect,TAS,7250,-41.45012,147.0977983,-41.3836611,147.305245,-41.5128529,146.9721807
Prospect East,SA,5082,-34.8828879,138.5937955,-34.8698701,138.6033809,-34.9041686,138.5807586
Prospect Hill,SA,5201,-35.2329394,138.6990679,-35.13254,138.8425632,-35.2741988,138.6379076
Prospect Vale,TAS,7250,-41.45012,147.0977983,-41.3836611,147.305245,-41.5128529,146.9721807
Proston,QLD,4613,-26.1648642,151.6024678,-26.0019248,151.6965824,-26.3498387,151.013243
Providence Portal,NSW,2629,-36.0002232,148.7831534,-35.5626363,148.9288919,-36.1336329,148.3252141
Pucawan,NSW,2666,-34.4152092,147.5532762,-34.1097892,147.8703423,-34.7911047,147.2848433
Puckapunyal,VIC,3662,-36.9514451,144.9171412,-36.8353188,145.098664,-37.027444,144.7876613
Pullabooka,NSW,2810,-33.9363618,148.0982046,-33.6263529,148.3866892,-34.1183148,147.5070416
Pullenvale,QLD,4069,-27.5020161,152.8970569,-27.4430554,152.9744962,-27.5551635,152.8099338
Pumpenbil,NSW,2484,-28.3541283,153.3446649,-28.2309339,153.5725777,-28.5427325,153.1071997
Pumphreys Bridge,WA,6308,-32.653153,116.702495,-32.4010522,117.5805823,-32.815897,116.4973698
Punchbowl,NSW,2196,-33.9293131,151.0558691,-33.9153838,151.0904204,-33.9427499,151.0381974
Punchbowl,TAS,7249,-41.4740678,147.1575845,-41.445015,147.1887677,-41.5024288,147.1328812
Punsand,QLD,4876,-10.8500975,142.369048,-10.6759931,142.6561563,-11.2239877,142.1001456
Punthari,SA,5238,-34.8860063,139.609512,-34.6298748,139.7602091,-35.0455229,139.1790483
Punyelroo,SA,5353,-34.5869221,139.3247147,-34.4305256,139.6661939,-34.7568619,139.0003773
Pura Pura,VIC,3271,-37.9185598,143.0029169,-37.7522759,143.1670416,-38.0636437,142.898084
Purdeet,VIC,3289,-37.8854097,142.318772,-37.7545359,142.4609746,-38.036972,142.0744359
Purnim,VIC,3278,-38.2755738,142.6065939,-38.2220169,142.6724691,-38.3269044,142.5374449
Purnim West,VIC,3278,-38.2755738,142.6065939,-38.2220169,142.6724691,-38.3269044,142.5374449
Purnong,SA,5238,-34.8860063,139.609512,-34.6298748,139.7602091,-35.0455229,139.1790483
Purple Downs,SA,5720,-30.0410068,136.670534,-28.792827,137.729348,-31.4294969,135.1956424
Purrawunda,QLD,4356,-27.6233205,151.5603244,-27.4631806,151.7236603,-27.9074098,151.3223208
Putney,NSW,2112,-33.807991,151.1111936,-33.7903764,151.1352351,-33.8356405,151.0894459
Pyalong,VIC,3521,-37.0989702,144.851121,-37.0471989,144.9236469,-37.1750418,144.7685528
Pyap,SA,5333,-34.5170872,140.4721736,-34.3226048,140.6670033,-34.6381996,140.3230151
Pyap West,SA,5333,-34.5170872,140.4721736,-34.3226048,140.6670033,-34.6381996,140.3230151
Pyengana,TAS,7216,-41.2708866,148.1277503,-41.0982567,148.3591169,-41.4208742,147.8407116
Pygery,SA,5652,-33.0665995,135.4121561,-32.8061837,135.6532338,-33.1950901,135.2691799
Pymble,NSW,2073,-33.7627554,151.134494,-33.7292392,151.15941,-33.7760226,151.1179848
Pyramid Hill,VIC,3575,-36.0765288,144.1283863,-35.9466074,144.3188929,-36.198859,143.882441
Pyrmont,NSW,2009,-33.8687895,151.1942171,-33.8625142,151.198773,-33.8760938,151.186625
Quakers Hill,NSW,2763,-33.7206583,150.8900145,-33.7101583,150.9214013,-33.7473179,150.8658514
Qualco,SA,5322,-34.1302474,139.8854497,-34.0762521,139.9616583,-34.2311112,139.8517049
Qualeup,WA,6394,-33.7768625,116.8910342,-33.4909816,117.2017799,-34.1115476,116.6962803
Quambatook,VIC,3540,-35.8651458,143.5202874,-35.7141099,143.664516,-35.9752804,143.3886904
Quambone,NSW,2831,-31.038393,146.741207,-30.064509,149.491992,-32.4536235,145.5733889
Quamby Bend,TAS,7292,-41.4768372,146.9135998,-41.374425,147.0768242,-41.5789747,146.8307005
Quanda,NSW,2828,-31.2107509,148.8289611,-31.0185946,149.067239,-31.564463,147.9983724
Quandialla,NSW,2721,-34.0173794,147.6892483,-33.9059977,147.8777644,-34.1314642,147.5337396
Quandong,VIC,3030,-37.938058,144.6753231,-37.7813987,144.8080931,-38.0063858,144.4440773
Quarry Hill,VIC,3550,-36.7665875,144.2920769,-36.7124378,144.3495606,-36.8152569,144.2375398
Quedjinup,WA,6281,-33.6107557,115.0821842,-33.5295899,115.1660542,-33.6995251,115.0034832
Queens Domain,TAS,7000,-42.8744692,147.3100401,-42.8559936,147.3415027,-42.8937622,147.2883986
Queens Park,NSW,2022,-33.8956547,151.2495903,-33.8888924,151.2597286,-33.9039072,151.2407872
Queens Park,WA,6107,-32.0121014,115.9645378,-31.9879301,116.0282652,-32.049719,115.8975815
Queenscliff,NSW,2096,-33.7738038,151.2889461,-33.7645185,151.2994833,-33.7865001,151.2736594
Queenscliff,VIC,3225,-38.2407088,144.6643482,-38.1943871,144.7037104,-38.2923909,144.5723941
Queensferry,VIC,3984,-38.3114378,145.5579927,-38.1914999,145.6942849,-38.447435,145.4164057
Queenstown,SA,5014,-34.8680352,138.5137217,-34.8521046,138.5294025,-34.8841813,138.5021748
Queenstown,TAS,7467,-42.0785959,145.5437939,-41.9792796,145.610068,-42.1702206,145.4752331
Queenton,QLD,4820,-20.0762578,146.2585756,-19.1064345,147.0148156,-21.6805686,144.2851813
Queenwood,WA,6239,-33.6142021,115.8758354,-33.4417132,116.1082705,-33.7455161,115.7157954
Quelagetting,WA,6405,-31.6941732,117.0323305,-31.3802695,117.1634013,-31.8173433,116.8449391
Quidong,NSW,2632,-36.9411375,149.1960526,-36.6801472,149.6503276,-37.2629803,148.9534114
Quilpie,QLD,4480,-26.7342767,143.7369154,-25.2822449,145.1819136,-27.6518021,141.7041816
Quinalow,QLD,4403,-27.3710071,151.592059,-27.0880942,151.675773,-27.5037189,151.2847302
Quindalup,WA,6281,-33.6107557,115.0821842,-33.5295899,115.1660542,-33.6995251,115.0034832
Quindanning,WA,6391,-33.019094,116.749645,-32.7609609,117.0297701,-33.3434126,116.3891387
Quinns Rocks,WA,6030,-31.6986683,115.7220148,-31.6512707,115.7480977,-31.71199,115.6859005
Quorn,SA,5433,-32.3680906,138.1597946,-31.9761736,138.3431414,-32.5422917,137.8279678
Raby,NSW,2566,-34.0317453,150.8493059,-33.9876298,150.8946204,-34.0498585,150.7876618
Radford,QLD,4307,-27.8318494,152.6148504,-27.703321,152.7131527,-27.9207007,152.5433502
Raglan,QLD,4697,-23.8116708,150.7911697,-23.6552002,150.9386739,-23.9725204,150.5980147
Raglan,VIC,3373,-37.4528631,143.3474304,-37.2694842,143.5740911,-37.644275,143.1135755
Railton,TAS,7305,-41.3669133,146.4590156,-41.2797088,146.5104,-41.4015873,146.3474024
Railway Estate,QLD,4810,-19.35682,147.0379125,-19.1803337,147.1202374,-19.4468769,146.701059
Rainbow,VIC,3424,-35.8357024,141.9791849,-35.5661173,142.2031011,-36.027362,141.7065014
Rainbow Beach,QLD,4581,-25.2663148,153.1560853,-24.6969958,153.3603963,-25.9308206,152.9373363
Rainbow Flat,NSW,2430,-31.9225132,152.4973826,-31.6452341,152.6968509,-32.1210417,152.2913105
Raleigh,NSW,2454,-30.4855002,152.8735247,-30.3274319,153.0994594,-30.5576039,152.3896451
Ramco,SA,5322,-34.1302474,139.8854497,-34.0762521,139.9616583,-34.2311112,139.8517049
Ramco Heights,SA,5322,-34.1302474,139.8854497,-34.0762521,139.9616583,-34.2311112,139.8517049
Raminea,TAS,7109,-43.267535,146.8775919,-42.8573791,147.1800412,-43.5982155,146.6706605
Ramsay,QLD,4358,-27.7118713,151.8569756,-27.6723885,152.0606015,-27.9215664,151.6391685
Ramsay,SA,5575,-34.8106597,137.5668376,-34.6274487,137.8142915,-35.2532713,136.9103003
Ramsgate,NSW,2217,-33.9757081,151.1374068,-33.9560129,151.1542957,-33.9906553,151.1180829
Ramsgate Beach,NSW,2217,-33.9757081,151.1374068,-33.9560129,151.1542957,-33.9906553,151.1180829
Ranceby,VIC,3951,-38.5195374,145.7356129,-38.3492101,145.9450023,-38.5776598,145.6738366
Randalls Bay,TAS,7112,-43.1426974,147.1092455,-43.0862732,147.225638,-43.2831152,147.0322882
Randwick,NSW,2031,-33.9122447,151.2393885,-33.9024345,151.2719285,-33.9342415,151.2253105
Randwick DC,NSW,2031,-33.9122447,151.2393885,-33.9024345,151.2719285,-33.9342415,151.2253105
Ranelagh,TAS,7109,-43.267535,146.8775919,-42.8573791,147.1800412,-43.5982155,146.6706605
Ranford,WA,6390,-32.9066317,116.3249438,-32.2357996,116.6594424,-33.0304597,116.1785142
Rangari,NSW,2380,-30.9361952,150.1647697,-30.5898518,150.5096464,-31.2445092,149.82292
Rangemore,QLD,4352,-27.4595003,151.9470976,-26.9583088,152.2061864,-28.595676,151.0733756
Rangemore,QLD,4806,-19.9245624,147.3722545,-19.6229053,147.6647318,-20.0958513,147.2189339
Rangeview,VIC,3132,-37.8219905,145.1983055,-37.8026275,145.2135303,-37.8312709,145.1844698
Rangeway,WA,6530,-28.7776521,113.8584737,-28.2165569,114.7056387,-29.0436981,113.5169238
Rangewood,QLD,4817,-19.3321474,146.6060735,-19.2565461,146.7472654,-19.6294558,146.3387372
Rankin Park,NSW,2287,-32.9018298,151.6654939,-32.8557337,151.696557,-32.9327389,151.6067494
Rannock,NSW,2701,-34.6770935,147.2366964,-34.5317292,147.3700185,-34.9028476,147.0112762
Ransome,QLD,4154,-27.486707,153.161976,-27.4727653,153.1975843,-27.5060224,153.1376407
Rapid Bay,SA,5204,-35.5878122,138.1995591,-35.4029811,138.3753748,-35.6658887,138.0925514
Rapid Creek,NT,0810,-12.3675944,130.8677469,-12.3215608,130.9060191,-12.402662,130.8246358
Rasmussen,QLD,4815,-19.3884456,146.7244769,-19.3188137,146.7424432,-19.7088858,146.5378258
Rathdowney,QLD,4287,-28.2608723,152.8029443,-28.1438927,152.9891889,-28.3638318,152.6480569
Ravenhall,VIC,3023,-37.7687064,144.7521888,-37.7033042,144.8059178,-37.7960464,144.716344
Ravensdale,NSW,2259,-33.2059456,151.3501856,-33.0437193,151.638872,-33.325319,151.2073114
Ravenshoe,QLD,4888,-17.5839985,145.4471613,-17.4463619,145.5851503,-17.7306201,145.2838927
Ravensthorpe,WA,6346,-33.5815102,119.9740534,-33.1191074,120.6392829,-34.4116765,119.1835027
Ravenswood,NSW,2824,-31.3469752,147.825395,-30.816227,148.2370316,-31.8434999,147.4590998
Ravenswood,QLD,4816,-21.1851758,145.1375834,-18.1487366,147.3477239,-22.1042482,141.3086607
Ravenswood,TAS,7250,-41.45012,147.0977983,-41.3836611,147.305245,-41.5128529,146.9721807
Ravenswood,VIC,3453,-36.9265571,144.2374759,-36.8385477,144.3242973,-37.0278858,144.129647
Ravenswood,WA,6208,-32.6440296,115.8048521,-32.5450918,116.0026571,-32.791526,115.6541825
Ravenswood South,VIC,3453,-36.9265571,144.2374759,-36.8385477,144.3242973,-37.0278858,144.129647
Rawlinna,WA,6434,-30.8258207,125.5657862,-30.1421711,129.0019244,-31.4107589,121.4891613
Raworth,NSW,2321,-32.6916544,151.4435474,-32.4571461,151.8906081,-32.821397,151.3991841
Raymond Island,VIC,3880,-37.9215501,147.7573,-37.8471842,147.8818835,-38.0778097,147.5768575
Raywood,VIC,3570,-36.469814,144.3904526,-36.3851832,144.4804386,-36.6182718,144.0443009
Razorback,NSW,2571,-34.2011979,150.6401218,-34.1140188,150.7429184,-34.3363281,150.4835435
Red Cliffs,VIC,3496,-34.3907124,141.4309582,-33.9812828,142.3977978,-34.550287,140.9619025
Red Hill,ACT,2603,-35.3239832,149.1328799,-35.3106838,149.1519536,-35.3479187,149.1018368
Red Hill,NSW,2347,-30.3053875,150.4892292,-30.0274017,150.9699426,-30.6057116,150.14545
Red Hill,NSW,2824,-31.3469752,147.825395,-30.816227,148.2370316,-31.8434999,147.4590998
Red Hill,QLD,4059,-27.4515704,153.0059279,-27.4403784,153.0186795,-27.4599999,152.9914415
Red Hill,VIC,3937,-38.3687813,145.0383133,-38.3343048,145.0625572,-38.408993,144.975565
Red Hill South,VIC,3937,-38.3687813,145.0383133,-38.3343048,145.0625572,-38.408993,144.975565
Red Lion,VIC,3371,-37.2153546,143.6718623,-37.108574,143.8118863,-37.316476,143.536086
Red Rock,NSW,2456,-30.0520062,153.1325243,-29.9550026,153.234373,-30.1812046,153.0722397
Redan,VIC,3350,-37.5691087,143.8563224,-37.5208708,143.9322439,-37.642819,143.7381991
Redbank,QLD,4301,-27.628802,152.8558773,-27.5791149,152.8883625,-27.6786269,152.8209873
Redbank Plains,QLD,4301,-27.628802,152.8558773,-27.5791149,152.8883625,-27.6786269,152.8209873
Redbanks,SA,5502,-34.4801861,138.5187229,-34.3181842,138.6856447,-34.5912074,138.4365183
Redcastle,VIC,3523,-36.8919051,144.7412036,-36.7057026,144.9321538,-37.0477715,144.5239574
Redcliffe,QLD,4020,-27.2171518,153.1060212,-27.1905046,153.1194658,-27.2388474,153.0748363
Redcliffe,WA,6104,-31.9456987,115.9290605,-31.9204094,115.9580703,-31.9628845,115.9087756
Redesdale,VIC,3444,-37.1335012,144.5656396,-36.888878,144.7352175,-37.364811,144.2901019
Redfern,NSW,2016,-33.892215,151.205873,-33.8886236,151.2171586,-33.89759,151.1964253
Redford,QLD,4467,-26.4455732,147.5445034,-25.6756507,147.7674556,-26.5739678,147.1066716
Redgate,QLD,4605,-26.1309297,151.8409214,-25.9466879,152.080494,-26.3538979,151.7187501
Redgate,WA,6286,-34.0838725,115.0703229,-33.982779,115.2089809,-34.2134599,114.9909902
Redhead,NSW,2290,-32.9754667,151.712257,-32.9512772,151.7391178,-33.0205632,151.6569205
Redhill,SA,5521,-33.5267674,138.2194523,-33.4621516,138.2711424,-33.6043938,138.1244337
Redland Bay,QLD,4165,-27.5833177,153.2999867,-27.5581326,153.3245282,-27.7105551,153.1738411
Redmond,WA,6327,-34.8966944,117.6200138,-34.8298629,117.7880107,-34.9449752,117.4719832
Redmond West,WA,6327,-34.8966944,117.6200138,-34.8298629,117.7880107,-34.9449752,117.4719832
Redridge,QLD,4660,-25.1854347,152.3095833,-24.9994359,152.6330215,-25.4313055,152.080922
Redwood,QLD,4350,-27.5564884,151.9533185,-27.4870128,152.0167561,-27.6515078,151.7323813
Redwood Park,SA,5097,-34.8183744,138.7040858,-34.8056301,138.72005,-34.8383466,138.6934575
Reedy,WA,6640,-27.043083,117.7373373,-25.796279,118.843322,-27.8256883,116.667586
Reedy Creek,QLD,4227,-28.110678,153.3977316,-28.0736724,153.4256943,-28.1287582,153.3822058
Reedy Creek,VIC,3658,-37.2372916,145.093449,-37.0821622,145.340692,-37.4725994,144.9766988
Reedy Dam,VIC,3395,-35.9172982,142.4039296,-35.8014756,142.6989328,-36.0280639,142.164853
Reedy Flat,VIC,3895,-37.3755587,147.848103,-37.2495405,148.0012882,-37.4617874,147.7112131
Reefton,NSW,2666,-34.4152092,147.5532762,-34.1097892,147.8703423,-34.7911047,147.2848433
Reefton,VIC,3799,-37.6990844,145.8023118,-37.5620197,146.0200569,-37.8297651,145.6010987
Reekara,TAS,7256,-39.8753477,143.9370759,-39.5792568,144.1382343,-40.1617154,143.8333033
Reesville,QLD,4552,-26.7346009,152.7559043,-26.6215323,152.9362773,-26.8489019,152.5821164
Reeves Plains,SA,5502,-34.4801861,138.5187229,-34.3181842,138.6856447,-34.5912074,138.4365183
Regans Ford,WA,6507,-30.6953762,115.5681084,-30.4546404,115.952226,-31.0084454,115.1923923
Regency Downs,QLD,4341,-27.6849335,152.333048,-27.4567925,152.518658,-27.9775317,152.2825881
Regency Park,SA,5010,-34.8612941,138.5637543,-34.8494144,138.5815964,-34.8757413,138.5556031
Regents Park,NSW,2143,-33.8893965,151.0296696,-33.8759795,151.040129,-33.8986708,151.0138951
Regents Park,QLD,4118,-27.6749806,153.0500809,-27.6486422,153.074738,-27.6980505,152.9821756
Regentville,NSW,2745,-33.8479652,150.6517354,-33.7643465,150.7689353,-33.9603398,150.5883888
Reid,ACT,2612,-35.2792021,149.1414924,-35.2603562,149.1655252,-35.3054157,149.1132112
Reid,SA,5118,-34.5892749,138.739224,-34.5255248,138.8272073,-34.6671347,138.6292581
Reids Flat,NSW,2586,-34.4652711,148.8289611,-34.0321761,149.1311112,-34.6516401,148.4592828
Relbia,TAS,7258,-41.5159459,147.2437064,-41.4578146,147.3828997,-41.5483596,147.1363523
Rendelsham,SA,5280,-37.4887446,140.265662,-37.2860334,140.6102353,-37.8872846,139.9200407
Renison Bell,TAS,7469,-41.9147711,145.1811765,-41.7663731,145.4541534,-41.948951,145.0045138
Renmark,SA,5341,-33.7748397,140.5964124,-33.5193253,141.0027787,-34.2692921,140.2493915
Renmark North,SA,5341,-33.7748397,140.5964124,-33.5193253,141.0027787,-34.2692921,140.2493915
Renmark South,SA,5341,-33.7748397,140.5964124,-33.5193253,141.0027787,-34.2692921,140.2493915
Renmark West,SA,5341,-33.7748397,140.5964124,-33.5193253,141.0027787,-34.2692921,140.2493915
Renown Park,SA,5008,-34.8887724,138.5637543,-34.8746073,138.5842683,-34.9015091,138.548942
Renwick,NSW,2575,-34.358075,150.3500838,-34.21258,150.6065386,-34.5183303,150.0204334
Research,VIC,3095,-37.7049998,145.1706992,-37.6860771,145.2123868,-37.7408903,145.1276788
Reservoir,VIC,3073,-37.7118644,145.0107588,-37.6910048,145.0408059,-37.7336719,144.9703423
Reservoir,WA,6076,-31.9956933,116.1595761,-31.9262587,116.288966,-32.0850868,116.0214064
Retreat,NSW,2355,-30.7474594,151.0937206,-30.5524567,151.3107818,-30.9777532,150.9023904
Retreat,TAS,7254,-41.1251491,147.240896,-40.9991194,147.3383503,-41.2314674,147.1192919
Retro,QLD,4723,-23.0806588,148.0242583,-22.6931154,148.6244233,-23.4849335,147.6652412
Revesby,NSW,2212,-33.9495044,151.0151163,-33.9310478,151.0272623,-33.9782682,150.9962941
Revesby Heights,NSW,2212,-33.9495044,151.0151163,-33.9310478,151.0272623,-33.9782682,150.9962941
Revesby North,NSW,2212,-33.9495044,151.0151163,-33.9310478,151.0272623,-33.9782682,150.9962941
Reynella,SA,5161,-35.0958327,138.5337293,-35.0823566,138.5594591,-35.1059513,138.5081471
Reynella East,SA,5161,-35.0958327,138.5337293,-35.0823566,138.5594591,-35.1059513,138.5081471
Rheola,VIC,3517,-36.515547,143.8671868,-36.1986619,144.0626249,-36.6898129,143.642929
