Suburb,State,Postcode,Lat,Lng,Bounds_N,Bounds_E,Bounds_S,Bounds_W
Pearsall,WA,6065,-31.763241,115.816684,-31.7080221,115.8772396,-31.8211109,115.7737392
Pearshape,TAS,7256,-39.8753477,143.9370759,-39.5792568,144.1382343,-40.1617154,143.8333033
Pearsondale,VIC,3851,-38.2064012,147.1464245,-37.9542164,147.7227223,-38.4895529,146.8156803
Pebbly Beach,NSW,2536,-35.6491178,150.0722053,-35.4971221,150.3485407,-35.8686536,149.8903926
Peebinga,SA,5304,-35.125203,140.8872648,-34.8214101,140.9665503,-35.5368418,140.6071176
Peel Island,QLD,4184,-27.6120425,153.3551435,-27.3915826,153.4369391,-27.7125546,153.1979191
Peerabeelup,WA,6260,-34.3994251,115.8048521,-34.1807817,116.21793,-34.671955,115.531822
Peeramon,QLD,4885,-17.3535838,145.5936206,-17.2876732,145.7532896,-17.482218,145.4960345
Pegarah,TAS,7256,-39.8753477,143.9370759,-39.5792568,144.1382343,-40.1617154,143.8333033
Pelaw Main,NSW,2327,-32.8312613,151.4844099,-32.8030267,151.5067411,-32.8514302,151.4585525
Pelham,QLD,4415,-26.5252094,150.3037323,-26.1179913,150.4645868,-26.8369428,149.9893971
Pelican,NSW,2281,-33.1170985,151.6362736,-33.0627923,151.6656899,-33.1695327,151.5971705
Pelican Creek,QLD,4726,-22.9708603,145.242794,-21.6582539,146.1219714,-23.4883436,143.58319
Pelican Lagoon,SA,5222,-35.775644,137.9614096,-35.7156699,138.1355913,-35.9049948,137.7446852
Pelican Point,WA,6230,-33.3870825,115.6273131,-33.3003755,115.7030583,-33.459368,115.5875127
Pellaring Flat,SA,5238,-34.8860063,139.609512,-34.6298748,139.7602091,-35.0455229,139.1790483
Pelluebla,VIC,3727,-36.2467001,145.958135,-36.1701909,146.1127502,-36.2992157,145.7761579
Pelton,NSW,2325,-32.9380528,151.1869325,-32.7447487,151.4713226,-33.1299019,150.8310154
Pelverata,TAS,7150,-43.3937074,147.2679116,-42.9560591,147.4332704,-43.5161667,146.999846
Pemberton,WA,6260,-34.3994251,115.8048521,-34.1807817,116.21793,-34.671955,115.531822
Pemulwuy,NSW,2145,-33.8173961,150.9481887,-33.7867529,150.9989834,-33.842099,150.9124169
Pendle Hill,NSW,2145,-33.8173961,150.9481887,-33.7867529,150.9989834,-33.842099,150.9124169
Penfield,SA,5121,-34.6634406,138.6288642,-34.6307354,138.6617608,-34.7107715,138.587604
Penfield Gardens,SA,5121,-34.6634406,138.6288642,-34.6307354,138.6617608,-34.7107715,138.587604
Penguin,TAS,7316,-41.2131788,145.9953725,-41.0705678,146.12035,-41.3644035,145.8452155
Penna,TAS,7171,-42.765277,147.5095172,-42.7325205,147.5425416,-42.8058002,147.4528802
Pennant Hills,NSW,2120,-33.7274311,151.0762495,-33.6937451,151.1002709,-33.7535225,151.054322
Penneshaw,SA,5222,-35.775644,137.9614096,-35.7156699,138.1355913,-35.9049948,137.7446852
Pennington,SA,5013,-34.8438433,138.5437358,-34.8113123,138.5825213,-34.8661347,138.5135835
Pennyroyal,VIC,3235,-38.455233,143.9324048,-38.355317,144.026127,-38.5240019,143.826987
Penola,SA,5277,-37.3768832,140.8040271,-37.1772208,140.9733549,-37.6907417,140.6101409
Penrith,NSW,2750,-33.744767,150.6865817,-33.7160316,150.7175302,-33.7855466,150.6396296
Penrose,NSW,2530,-34.5227686,150.7446771,-34.4363035,150.8358389,-34.553737,150.6816957
Penrose,NSW,2579,-34.7125661,150.1647697,-34.4618378,150.3544528,-34.8230629,149.8754778
Penshurst,NSW,2222,-33.9623045,151.0849848,-33.9529867,151.098339,-33.9768471,151.0715237
Penshurst,VIC,3289,-37.8854097,142.318772,-37.7545359,142.4609746,-38.036972,142.0744359
Pental Island,VIC,3586,-35.2818109,143.5094722,-35.2024095,143.8192456,-35.4654359,143.2887058
Pentland,QLD,4816,-21.1851758,145.1375834,-18.1487366,147.3477239,-22.1042482,141.3086607
Pentland Hills,VIC,3341,-37.5934691,144.3248554,-37.4858089,144.4200213,-37.6865798,144.2654122
Penwortham,SA,5453,-33.8487592,138.598804,-33.7185069,138.7356321,-34.0517263,138.4499971
Peppermint Grove,WA,6011,-31.9956284,115.7604781,-31.9819982,115.7747599,-32.0161157,115.7494415
Peppermint Grove Beach,WA,6271,-33.5859042,115.5799503,-33.4652295,115.7276625,-33.6728148,115.4531544
Percydale,VIC,3478,-37.0021242,143.2827118,-36.341758,143.4337679,-37.141114,143.1054241
Peregian Beach,QLD,4573,-26.5394151,153.0879644,-26.4348811,153.1046013,-26.5771633,153.0366071
Peregian Springs,QLD,4573,-26.5394151,153.0879644,-26.4348811,153.1046013,-26.5771633,153.0366071
Perenjori,WA,6620,-29.2508071,116.702495,-28.8658008,117.15306,-29.7734297,115.967652
Perillup,WA,6324,-34.6140779,117.6904167,-34.4404942,118.3242452,-34.7699272,117.0146207
Perisher Valley,NSW,2624,-36.4030689,148.4002165,-36.3864342,148.4154649,-36.4241341,148.3861771
Peron,WA,6168,-32.2822732,115.7693535,-32.1553458,115.7974405,-32.3118626,115.6566456
Peronne,VIC,3413,-36.7355842,141.2213044,-36.49596,141.479221,-36.9042699,140.9685812
Perponda,SA,5308,-34.7722978,139.9777136,-34.5021555,140.1946749,-35.0283798,139.7590053
Perth,TAS,7300,-41.627092,147.2320073,-41.5313638,147.3153437,-41.7198601,147.1282676
Perth,WA,6000,-31.9525739,115.8610488,-31.9364937,115.8779114,-31.9728896,115.8271661
Perth Airport,WA,6105,-31.9657302,115.9586253,-31.9158264,115.9954924,-31.9976003,115.9196566
Perup,WA,6258,-34.3611727,116.5137964,-34.0224338,116.8110841,-34.5972244,115.7939394
Perwillowen,QLD,4560,-26.6077924,152.9323602,-26.5023387,153.0702353,-26.7293895,152.8341824
Petcheys Bay,TAS,7109,-43.267535,146.8775919,-42.8573791,147.1800412,-43.5982155,146.6706605
Peterborough,VIC,3270,-38.5949819,142.8793838,-38.5514879,142.9408587,-38.627336,142.8172011
Peterhead,SA,5016,-34.8231111,138.4937213,-34.8107698,138.5139763,-34.8351721,138.4808907
Petersham,NSW,2049,-33.8932918,151.1548847,-33.8877987,151.1622341,-33.9012194,151.1423728
Petersville,SA,5571,-34.3615548,137.8822604,-34.2915518,137.9738061,-34.6276066,137.698475
Petrie,QLD,4502,-27.2651516,152.9706122,-27.2477406,152.9944035,-27.2781868,152.9556265
Petrie Terrace,QLD,4000,-27.4660994,153.023588,-27.4507116,153.0355977,-27.4808533,153.0103594
Petrudor,WA,6468,-29.9848066,117.2676116,-29.8013092,117.6711935,-30.4967826,116.8620289
Petticoat Creek,VIC,3233,-38.7494709,143.6285244,-38.677739,143.7399771,-38.8576939,143.4933339
Petwood,SA,5254,-35.0380696,139.1625989,-34.9231862,139.3670703,-35.2535503,138.9334954
Pewsey Vale,SA,5351,-34.6448853,138.9202828,-34.5462451,139.0531538,-34.7758145,138.7865575
Pheasant Creek,VIC,3757,-37.4666309,145.1596592,-37.4017502,145.3474518,-37.544953,145.0421828
Pheasants Nest,NSW,2574,-34.3767989,150.6517354,-34.2270358,150.7652202,-34.5534655,150.5392386
Phegans Bay,NSW,2256,-33.5117779,151.2568777,-33.4528777,151.346684,-33.5797726,151.1994122
Phillip,ACT,2606,-35.3490795,149.0898262,-35.3314007,149.1273643,-35.3663854,149.0629043
Phillip Bay,NSW,2036,-33.9735997,151.2393885,-33.9394586,151.2664092,-34.0014335,151.2071672
Philpott,QLD,4626,-25.8311568,151.0471355,-25.394557,151.5174742,-26.0966747,150.6431493
Piallaway,NSW,2342,-31.1929989,150.6052865,-31.0155543,150.7958635,-31.3312463,150.4021206
Pialligo,ACT,2609,-35.2736652,149.2190324,-35.2057313,149.2634459,-35.3636238,149.1244208
Piangil,VIC,3597,-34.9071543,143.1749726,-34.6478632,143.3595552,-35.1140979,142.8666369
Piara Waters,WA,6112,-32.1670352,116.005922,-32.100236,116.133873,-32.2126187,115.8969888
Piawaning,WA,6572,-30.7962969,116.3957812,-30.7209137,116.4670061,-30.8864087,116.3362881
Piccadilly,SA,5151,-34.978774,138.7316925,-34.9690586,138.7528323,-34.9900864,138.7171907
Piccadilly,WA,6430,-30.7519667,121.4570447,-30.650557,121.5649511,-30.8552029,121.3618785
Pickanjinnie,QLD,4428,-26.491408,149.2420166,-25.9456295,149.4050628,-26.9495708,149.0182076
Pickering Brook,WA,6076,-31.9956933,116.1595761,-31.9262587,116.288966,-32.0850868,116.0214064
Picketts Valley,NSW,2251,-33.4721323,151.38519,-33.437929,151.4471164,-33.5330331,151.3314675
Picnic Bay,QLD,4819,-19.1547801,146.8451379,-19.102614,146.8836895,-19.1818504,146.7792427
Picnic Point,NSW,2213,-33.9519315,150.9947439,-33.9427473,151.0202408,-33.9837393,150.9802172
Picola,VIC,3639,-35.9921604,145.005249,-35.8204446,145.169953,-36.129909,144.8300007
Picola West,VIC,3639,-35.9921604,145.005249,-35.8204446,145.169953,-36.129909,144.8300007
Picton,NSW,2571,-34.2011979,150.6401218,-34.1140188,150.7429184,-34.3363281,150.4835435
Picton,WA,6229,-33.3517688,115.7160969,-33.3184327,115.7363957,-33.3719463,115.6807243
Picton East,WA,6229,-33.3517688,115.7160969,-33.3184327,115.7363957,-33.3719463,115.6807243
Piedmont,VIC,3833,-37.7865626,146.0696009,-37.7020777,146.4562769,-38.0240509,145.7310554
Pier Milan,VIC,3533,-35.3404178,142.7884171,-35.1925488,143.0482573,-35.607848,142.5353203
Pierces Creek,QLD,4355,-27.2609101,152.0545612,-26.9545387,152.2362344,-27.3216466,151.9169386
Piesse Brook,WA,6076,-31.9956933,116.1595761,-31.9262587,116.288966,-32.0850868,116.0214064
Piesseville,WA,6315,-33.3563263,117.2676116,-33.0318366,117.8407231,-33.5178763,116.9002803
Pigeon Ponds,VIC,3407,-37.2543103,141.8100218,-37.1134339,142.007797,-37.457812,141.606461
Pigeonbah,NSW,2824,-31.3469752,147.825395,-30.816227,148.2370316,-31.8434999,147.4590998
Pike River,SA,5340,-34.1492214,140.8872648,-33.962926,140.9638208,-34.3233788,140.6670033
Pilerwa,QLD,4650,-25.5350235,152.695998,-25.3217645,152.9864574,-25.9402906,152.313519
Pillar Valley,NSW,2462,-29.7093022,153.1325243,-29.5721479,153.3141678,-29.8907499,152.974775
Pilot Wilderness,NSW,2627,-36.5726432,148.4629997,-35.7168387,148.7567944,-36.8893212,148.0976139
Pimba,SA,5720,-30.0410068,136.670534,-28.792827,137.729348,-31.4294969,135.1956424
Pimbaacla,SA,5661,-32.3815251,134.6630541,-32.232042,134.8566198,-32.5530123,134.3715979
Pimlico,QLD,4812,-19.2873647,146.7917682,-19.269724,146.8144774,-19.3079806,146.7662088
Pimpama,QLD,4209,-27.852293,153.2992885,-27.7808331,153.3851718,-27.9192518,153.2324331
Pin Gin Hill,QLD,4860,-17.5226829,146.0278258,-17.1137943,146.0900622,-17.6788165,145.6134857
Pinbarren,QLD,4568,-26.3629933,152.8559985,-26.2787759,152.9257495,-26.4346646,152.76842
Pindar,WA,6631,-28.5441687,115.9467997,-28.2532197,116.2596934,-28.7996965,115.5861086
Pindaroi,NSW,2361,-29.2477204,151.1869325,-28.8785927,151.3819608,-29.5664018,150.9111941
Pindi Pindi,QLD,4798,-20.8119331,148.7717042,-20.6702312,148.849857,-20.9349452,148.6480668
Pindimar,NSW,2324,-32.6400424,151.9111422,-32.5297336,152.2919565,-32.8034856,151.6524634
Pine Clump,NSW,2824,-31.3469752,147.825395,-30.816227,148.2370316,-31.8434999,147.4590998
Pine Creek,NT,0847,-13.8380256,131.8004409,-13.7318479,131.9178639,-13.9152566,131.734517
Pine Creek,SA,5419,-33.3414846,139.0009403,-33.0976089,139.3545965,-33.5486832,138.7150071
Pine Grove,VIC,3573,-36.1663341,144.3904526,-36.0376619,144.4816229,-36.3191668,144.008046
Pine Hill,QLD,4724,-23.6500118,146.6333144,-22.7554137,147.286615,-24.4458094,146.1550104
Pine Hill,SA,5269,-36.3754344,140.9080913,-36.2507819,140.9680761,-36.5011307,140.8182585
Pine Hills,QLD,4416,-26.9267532,150.1341328,-26.7737612,150.3808742,-27.1473632,149.5882186
Pine Lodge,NSW,2714,-35.7249968,145.3585972,-35.6031234,145.6845702,-35.8754906,145.1970835
Pine Mountain,QLD,4306,-26.9231696,152.3095833,-26.4523391,152.8773489,-27.858252,151.8753598
Pine Mountain,VIC,3709,-36.0696807,147.6892483,-35.9285722,147.8947004,-36.1642923,147.4427356
Pine Point,SA,5571,-34.3615548,137.8822604,-34.2915518,137.9738061,-34.6276066,137.698475
Pinelands,NT,0829,-12.4522272,131.0091482,-12.4238088,131.0514997,-12.487081,130.9459004
Pinelands,QLD,4355,-27.2609101,152.0545612,-26.9545387,152.2362344,-27.3216466,151.9169386
Pinery,SA,5460,-34.2859564,138.5387323,-34.165158,138.6461512,-34.43938,138.3793581
Pines Forest,VIC,3200,-38.1250223,145.162419,-38.112735,145.181946,-38.1405209,145.139332
Pinevale,QLD,4754,-21.2242265,148.8382733,-21.0664471,148.9104016,-21.3995118,148.5969569
Pinewood,VIC,3149,-37.8772869,145.1265477,-37.8555136,145.1507529,-37.901255,145.1061479
Piney Range,NSW,2810,-33.9363618,148.0982046,-33.6263529,148.3866892,-34.1183148,147.5070416
Pingaring,WA,6357,-32.6899741,118.8130675,-32.5646183,119.0330073,-32.8193461,118.5062962
Pingelly,WA,6308,-32.653153,116.702495,-32.4010522,117.5805823,-32.815897,116.4973698
Pingrup,WA,6343,-33.5438705,118.8596804,-33.2741879,119.4327948,-33.8047239,118.3638733
Pinjar,WA,6078,-31.6012588,115.8285153,-31.5433036,115.883355,-31.7335581,115.780606
Pinjarra,WA,6208,-32.6440296,115.8048521,-32.5450918,116.0026571,-32.791526,115.6541825
Pinjarra Hills,QLD,4069,-27.5020161,152.8970569,-27.4430554,152.9744962,-27.5551635,152.8099338
Pinkenba,QLD,4008,-27.3858666,153.1207447,-27.3446736,153.1661918,-27.4416966,153.0748215
Pinkerton Plains,SA,5400,-34.4458725,138.6589406,-34.3780453,138.7467447,-34.5369807,138.5599279
Pinnacle,NSW,2810,-33.9363618,148.0982046,-33.6263529,148.3866892,-34.1183148,147.5070416
Pinnacles,QLD,4815,-19.3884456,146.7244769,-19.3188137,146.7424432,-19.7088858,146.5378258
Pinnaroo,SA,5304,-35.125203,140.8872648,-34.8214101,140.9665503,-35.5368418,140.6071176
Pinny Beach,NSW,2281,-33.1170985,151.6362736,-33.0627923,151.6656899,-33.1695327,151.5971705
Pinwernying,WA,6317,-33.6278441,117.6904167,-33.3061056,117.9665071,-33.7882476,117.3270799
Pioneer,TAS,7264,-41.0222132,148.0537476,-40.7376047,148.3498965,-41.2527404,147.7358692
Pioneer Bay,VIC,3984,-38.3114378,145.5579927,-38.1914999,145.6942849,-38.447435,145.4164057
Piora,NSW,2470,-28.878424,152.9676695,-28.6332161,153.1806999,-29.0956206,152.7360725
Pipers Brook,TAS,7254,-41.1251491,147.240896,-40.9991194,147.3383503,-41.2314674,147.1192919
Pipers River,TAS,7252,-41.0866925,147.061503,-40.9802607,147.1596704,-41.3845541,146.9008446
Pippingarra,WA,6722,-20.2571534,119.1390642,-19.9500704,119.5124098,-20.7041783,118.3130352
Pira,VIC,3585,-35.4094202,143.5202874,-35.1847059,143.8116352,-35.5924969,143.0032829
Pirie East,SA,5540,-33.2080635,138.1200592,-32.9680484,138.2314326,-33.353003,137.809997
Pirrinuan,QLD,4405,-27.1944148,151.2660028,-26.7676021,151.7107427,-27.6160353,150.5220503
Pithara,WA,6608,-30.3985386,116.749645,-30.3106908,116.9101452,-30.5169961,116.4989204
Pitt Town Bottoms,NSW,2756,-33.3137032,150.7214362,-33.0003213,151.0281598,-33.6778028,150.5236622
Pittong,VIC,3360,-37.7370214,143.5202874,-37.6187146,143.629665,-37.8820628,143.4284933
Pittsworth,QLD,4356,-27.6233205,151.5603244,-27.4631806,151.7236603,-27.9074098,151.3223208
Pittwater,NSW,2108,-33.6298875,151.2976932,-33.5779976,151.3363706,-33.6669726,151.2672981
Placid Hills,QLD,4343,-27.5635723,152.2799511,-27.3987898,152.4018004,-27.9696309,152.0318282
Plainby,QLD,4355,-27.2609101,152.0545612,-26.9545387,152.2362344,-27.3216466,151.9169386
Plainland,QLD,4341,-27.6849335,152.333048,-27.4567925,152.518658,-27.9775317,152.2825881
Pleasant Hills,NSW,2658,-35.5374394,146.9661233,-35.3801946,147.2161699,-35.6150796,146.7009121
Pleasant Park,SA,5277,-37.3768832,140.8040271,-37.1772208,140.9733549,-37.6907417,140.6101409
Pleasure Point,NSW,2172,-33.9645606,150.9743743,-33.9519011,150.9983702,-33.9819208,150.9650202
Plenty,VIC,3090,-37.670486,145.1099967,-37.6479688,145.1383152,-37.6829205,145.0834145
Plumpton,NSW,2761,-33.7393563,150.8434913,-33.7159305,150.8726372,-33.7618265,150.8255242
Plumpton,VIC,3335,-37.7143753,144.6753231,-37.639572,144.7548363,-37.7601728,144.613276
Plumpton,VIC,3336,-37.7094596,144.7311814,-37.7081106197085,144.732530380292,-37.7108085802915,144.729832419708
Plympton,SA,5038,-34.9670082,138.5537441,-34.9500987,138.5651735,-34.9828109,138.5366055
Plympton Park,SA,5038,-34.9670082,138.5537441,-34.9500987,138.5651735,-34.9828109,138.5366055
Poatina,TAS,7302,-41.7808695,147.0820343,-41.6066074,147.2834332,-41.9401228,146.8552608
Point Arkwright,QLD,4573,-26.5394151,153.0879644,-26.4348811,153.1046013,-26.5771633,153.0366071
Point Cook,VIC,3030,-37.938058,144.6753231,-37.7813987,144.8080931,-38.0063858,144.4440773
Point Grey,WA,6208,-32.6440296,115.8048521,-32.5450918,116.0026571,-32.791526,115.6541825
Point Leo,VIC,3916,-38.4161358,145.0548502,-38.373991,145.1039659,-38.4540826,144.9976203
Point Lonsdale,VIC,3225,-38.2407088,144.6643482,-38.1943871,144.7037104,-38.2923909,144.5723941
Point Lookout,QLD,4183,-27.4999713,153.4000698,-27.3880981,153.5467077,-27.7437625,153.3894685
Point Lowly North,SA,5601,-32.9317056,137.5864964,-32.7242408,137.8114178,-33.3256252,137.1310634
Point Pass,SA,5374,-34.1626435,139.284143,-33.9714358,139.5277441,-34.3352499,138.9589541
Point Pearce,SA,5573,-34.407519,137.6455169,-34.1868243,137.8343622,-34.6286424,137.337278
Point Piper,NSW,2027,-33.8722288,151.2379312,-33.8636205,151.2566883,-33.8831694,151.2292691
Point Samson,WA,6720,-20.6370993,117.2205771,-20.497889,117.3795787,-20.716027,117.1098886
Point Souttar,SA,5577,-35.0373927,137.2533007,-34.8930262,137.5273098,-35.339483,136.4414169
Point Sturt,SA,5256,-35.4388004,139.0211225,-35.3248677,139.1610047,-35.5216202,138.8624547
Point Turton,SA,5575,-34.8106597,137.5668376,-34.6274487,137.8142915,-35.2532713,136.9103003
Point Vernon,QLD,4655,-25.2965245,152.8235456,-25.1811088,153.0762428,-25.8333374,152.6289989
Point Wilson,VIC,3212,-38.0110859,144.4561033,-37.959047,144.5928818,-38.0963836,144.3409469
Police Point,TAS,7116,-43.1516532,146.8904415,-43.0532569,147.1007138,-43.2918765,146.7752596
Polisbet,VIC,3585,-35.4094202,143.5202874,-35.1847059,143.8116352,-35.5924969,143.0032829
Poltalloch,SA,5259,-35.5041395,139.4059435,-35.1243785,139.6199299,-35.7345458,138.9737121
Pomborneit,VIC,3260,-38.1491105,143.1319209,-38.0228434,143.4807871,-38.4645917,142.992192
Pomborneit North,VIC,3260,-38.1491105,143.1319209,-38.0228434,143.4807871,-38.4645917,142.992192
Pomona,QLD,4568,-26.3629933,152.8559985,-26.2787759,152.9257495,-26.4346646,152.76842
Pomonal,VIC,3381,-37.1716807,142.5745556,-36.997554,142.8218839,-37.353367,142.4290452
Pompapiel,VIC,3571,-36.3797092,144.1283863,-36.3028979,144.3440937,-36.4728648,144.031967
Ponto,NSW,2818,-32.4158549,148.806055,-32.2714444,148.9577705,-32.6413266,148.6032021
Pony Hills,QLD,4454,-25.4338215,148.1892921,-24.8810912,149.2204716,-26.3569238,147.1601539
Poochera,SA,5655,-32.4398005,135.2243578,-32.2195465,135.7917352,-32.8150878,134.7516106
Pooginagoric,SA,5268,-36.4269352,140.8040271,-36.0340496,140.9688032,-36.6692705,140.5392659
Poona,QLD,4650,-25.5350235,152.695998,-25.3217645,152.9864574,-25.9402906,152.313519
Pooraka,SA,5095,-34.8178472,138.613832,-34.7944075,138.641656,-34.8384706,138.5962722
Poowong,VIC,3988,-38.310594,145.7800733,-38.255038,145.903108,-38.3797869,145.704527
Poowong East,VIC,3988,-38.310594,145.7800733,-38.255038,145.903108,-38.3797869,145.704527
Poowong North,VIC,3988,-38.310594,145.7800733,-38.255038,145.903108,-38.3797869,145.704527
Popanyinning,WA,6309,-32.6546084,117.1500048,-32.5855831,117.3869633,-32.7235459,116.9079055
Porcupine,QLD,4821,-20.8464738,144.1997353,-19.5655828,145.0397719,-22.2117275,143.2366404
Porcupine Ridge,VIC,3461,-37.286475,144.1938221,-37.127617,144.3551499,-37.5125899,144.0302959
Porepunkah,VIC,3740,-36.8264122,146.8760951,-36.6244419,146.9981643,-36.9984966,146.6716255
Porongurup,WA,6324,-34.6140779,117.6904167,-34.4404942,118.3242452,-34.7699272,117.0146207
Port Adelaide,SA,5015,-34.8455742,138.5037206,-34.8069209,138.5252573,-34.859209,138.4844548
Port Adelaide DC,SA,5015,-34.8455742,138.5037206,-34.8069209,138.5252573,-34.859209,138.4844548
Port Alma,QLD,4699,-23.6268212,150.6285091,-23.4914068,150.9131976,-23.8519404,150.4484468
Port Arthur,SA,5552,-34.1015997,137.9614096,-33.9653407,138.1272487,-34.2005242,137.7665265
Port Arthur,TAS,7182,-43.1331509,147.9243011,-43.036351,148.0115186,-43.2277069,147.7923292
Port Augusta,SA,5700,-32.6009669,137.8624914,-32.4030165,138.005565,-32.8057509,137.644225
Port Augusta,SA,5701,-32.5751942,137.9812152,-30.3066747,139.3454787,-32.6416278,134.5070776
Port Augusta West,SA,5700,-32.6009669,137.8624914,-32.4030165,138.005565,-32.8057509,137.644225
Port Bonython,SA,5601,-32.9317056,137.5864964,-32.7242408,137.8114178,-33.3256252,137.1310634
Port Botany,NSW,2036,-33.9735997,151.2393885,-33.9394586,151.2664092,-34.0014335,151.2071672
Port Broughton,SA,5522,-33.6538303,137.9020367,-33.4681031,138.0417755,-33.7749594,137.7751514
Port Campbell,VIC,3269,-38.6344019,143.1104044,-38.550996,143.269304,-38.7195069,142.9368248
Port Curtis,QLD,4700,-23.3762489,150.5004652,-23.0098509,151.1401603,-23.4624594,150.4292905
Port Davis,SA,5540,-33.2080635,138.1200592,-32.9680484,138.2314326,-33.353003,137.809997
Port Denison,WA,6525,-29.2906134,115.0465991,-28.9787726,115.2646471,-29.7025089,114.8265758
Port Douglas,QLD,4877,-16.5257098,145.4652682,-16.4656774,145.6335292,-16.7158744,145.3983664
Port Elliot,SA,5212,-35.5032052,138.6689697,-35.4719763,138.7005601,-35.5387819,138.6504346
Port Fairy,VIC,3284,-38.3689713,142.2007574,-38.1368649,142.2912271,-38.3967454,142.0302348
Port Franklin,VIC,3964,-38.6847281,146.2733747,-38.6772941,146.286836,-38.6966707,146.2515875
Port Gawler,SA,5501,-34.4875437,138.3589086,-34.2441765,138.6301872,-34.6763213,138.2245887
Port Germein,SA,5495,-32.8889644,138.0208484,-32.6089974,138.1327095,-33.180146,137.9019085
Port Gibbon,SA,5602,-33.4690808,136.9028375,-33.3255541,137.3955988,-33.8778599,136.4968371
Port Hacking,NSW,2229,-34.0460194,151.1228434,-34.0054294,151.1452383,-34.0757948,151.1025568
Port Hedland,WA,6721,-20.8780141,118.5797981,-19.9162256,120.0641373,-21.1708133,117.752501
Port Huon,TAS,7116,-43.1516532,146.8904415,-43.0532569,147.1007138,-43.2918765,146.7752596
Port Julia,SA,5580,-34.666651,137.7834888,-34.5843104,137.9024477,-34.750499,137.656757
Port Kembla,NSW,2505,-34.4744767,150.8900145,-34.4416389,150.9222731,-34.5008494,150.8734791
Port Kennedy,WA,6172,-32.3760083,115.7516025,-32.3467278,115.7867585,-32.3954847,115.7125582
Port Kenny,SA,5671,-33.0665995,134.5878439,-32.8985664,134.8206652,-33.2457725,134.2595518
Port Lincoln,SA,5606,-34.7307511,135.8564576,-34.6729389,135.9530619,-34.7794411,135.8106056
Port Lincoln,SA,5607,-34.6576031,135.6763443,-33.1404101,136.3256345,-35.3403563,134.2821806
Port Macquarie,NSW,2444,-31.392698,152.8499952,-31.2859638,152.9763892,-31.5171622,152.7939477
Port Melbourne,VIC,3207,-37.8315264,144.9226452,-37.818967,144.9497559,-37.84969,144.8969813
Port Moorowie,SA,5576,-35.0282251,137.5668376,-34.8956075,137.7259036,-35.1689993,137.4696325
Port Neill,SA,5604,-34.0614409,136.3049196,-33.9860187,136.4955235,-34.1794627,136.2405174
Port Noarlunga,SA,5167,-35.1530214,138.4737282,-35.1424962,138.4898643,-35.1778474,138.4646565
Port Noarlunga South,SA,5167,-35.1530214,138.4737282,-35.1424962,138.4898643,-35.1778474,138.4646565
Port of Brisbane,QLD,4178,-27.4437553,153.17369,-27.3454602,153.2021851,-27.466242,153.1351465
Port Paterson,SA,5700,-32.6009669,137.8624914,-32.4030165,138.005565,-32.8057509,137.644225
Port Pirie,SA,5540,-33.2080635,138.1200592,-32.9680484,138.2314326,-33.353003,137.809997
Port Pirie South,SA,5540,-33.2080635,138.1200592,-32.9680484,138.2314326,-33.353003,137.809997
Port Rickaby,SA,5575,-34.8106597,137.5668376,-34.6274487,137.8142915,-35.2532713,136.9103003
Port Sorell,TAS,7307,-41.2301525,146.5081573,-41.0924962,146.7207835,-41.3808905,146.3576219
Port Victoria,SA,5573,-34.407519,137.6455169,-34.1868243,137.8343622,-34.6286424,137.337278
Port Vincent,SA,5581,-34.7513478,137.8328517,-34.6763263,137.8813364,-34.8525949,137.7747401
Port Wakefield,SA,5550,-34.2009379,138.1995591,-33.9676745,138.3581782,-34.3252018,138.0625946
Port Welshpool,VIC,3965,-38.692708,146.4775937,-38.6704079,146.5204019,-38.709394,146.447067
Port Willunga,SA,5173,-35.2806692,138.4737282,-35.2430244,138.4981075,-35.3192824,138.4414559
Port Wine,QLD,4724,-23.6500118,146.6333144,-22.7554137,147.286615,-24.4458094,146.1550104
Portarlington,VIC,3223,-38.1610488,144.6753231,-38.107765,144.7203096,-38.2199695,144.5860113
Porter Lagoon,SA,5416,-33.8294999,138.7794089,-33.7303543,138.9063472,-33.8786928,138.7215598
Porters Creek,NSW,2538,-35.4461873,150.2805623,-35.207058,150.4607638,-35.5684473,150.120499
Portland,NSW,2847,-33.3520881,149.9681453,-33.2992811,150.03815,-33.4133603,149.9125565
Portland,VIC,3305,-38.290126,141.4706543,-38.0374368,141.6970433,-38.4329732,141.2243893
Portland North,VIC,3305,-38.290126,141.4706543,-38.0374368,141.6970433,-38.4329732,141.2243893
Portland West,VIC,3305,-38.290126,141.4706543,-38.0374368,141.6970433,-38.4329732,141.2243893
Portsea,VIC,3944,-38.3234069,144.7027669,-38.3014879,144.738225,-38.3460428,144.6512082
Poruma Island,QLD,4875,-10.5799693,142.2193697,-9.0879905,144.2961389,-10.9410418,141.4810837
Possum Brush,NSW,2430,-31.9225132,152.4973826,-31.6452341,152.6968509,-32.1210417,152.2913105
Possum Creek,NSW,2479,-28.713311,153.5098019,-28.5963222,153.6006761,-28.7893214,153.4294841
Postans,WA,6167,-32.2244737,115.8403461,-32.1803251,115.9008054,-32.2598879,115.7551309
Potato Point,NSW,2545,-36.1284919,149.7948904,-35.9746577,150.1415849,-36.2398179,149.5430234
Potts Hill,NSW,2143,-33.8893965,151.0296696,-33.8759795,151.040129,-33.8986708,151.0138951
